dProduct_ProductID,dProduct_ProductName,dProduct_Category,dProduct_Segment,dProduct_Manufacturer,dProduct_Product_Name_Rev,dProduct_ProductName_for_Sentiment,dProduct_Manufacturer_for_Sentiment
967,UC-30,Urban,Convenience,Natura,UC-30,,
968,UC-31,Urban,Convenience,Natura,UC-31,,
969,UC-32,Urban,Convenience,Natura,UC-32,,
970,UC-33,Urban,Convenience,Natura,UC-33,,
971,UC-34,Urban,Convenience,Natura,UC-34,,
972,UC-35,Urban,Convenience,Natura,UC-35,,
973,UC-36,Urban,Convenience,Natura,UC-36,,
974,UC-37,Urban,Convenience,Natura,UC-37,,
975,UC-38,Urban,Convenience,Natura,UC-38,,
976,UC-39,Urban,Convenience,Natura,UC-39,,
977,UC-40,Urban,Convenience,Natura,UC-40,,
978,UC-41,Urban,Convenience,Natura,UC-41,,
979,UC-42,Urban,Convenience,Natura,UC-42,,
980,UC-43,Urban,Convenience,Natura,UC-43,,
981,UC-44,Urban,Convenience,Natura,UC-44,,
982,UC-45,Urban,Convenience,Natura,UC-45,,
983,UC-46,Urban,Convenience,Natura,UC-46,,
984,UC-47,Urban,Convenience,Natura,UC-47,,
985,UC-48,Urban,Convenience,Natura,UC-48,,
986,UC-49,Urban,Convenience,Natura,UC-49,,
987,UC-50,Urban,Convenience,Natura,UC-50,,
988,UC-51,Urban,Convenience,Natura,UC-51,,
989,UC-52,Urban,Convenience,Natura,UC-52,,
990,UC-53,Urban,Convenience,Natura,UC-53,,
991,UC-54,Urban,Convenience,Natura,UC-54,,
992,UC-55,Urban,Convenience,Natura,UC-55,,
993,UC-56,Urban,Convenience,Natura,UC-56,,
994,UC-57,Urban,Convenience,Natura,UC-57,,
995,UC-58,Urban,Convenience,Natura,UC-58,,
996,UC-59,Urban,Convenience,Natura,UC-59,,
997,UC-60,Urban,Convenience,Natura,UC-60,,
998,UC-61,Urban,Convenience,Natura,UC-61,,
999,UC-62,Urban,Convenience,Natura,UC-62,,
1000,YY-01,Youth,Youth,Natura,YY-01,,
1001,YY-02,Youth,Youth,Natura,YY-02,,
1002,YY-03,Youth,Youth,Natura,YY-03,,
1003,YY-04,Youth,Youth,Natura,YY-04,,
1004,YY-05,Youth,Youth,Natura,YY-05,,
1005,YY-06,Youth,Youth,Natura,YY-06,,
1006,YY-07,Youth,Youth,Natura,YY-07,,
1007,YY-08,Youth,Youth,Natura,YY-08,,
1008,YY-09,Youth,Youth,Natura,YY-09,,
1009,YY-10,Youth,Youth,Natura,YY-10,,
1010,YY-11,Youth,Youth,Natura,YY-11,,
1011,YY-12,Youth,Youth,Natura,YY-12,,
1012,YY-13,Youth,Youth,Natura,YY-13,,
1013,YY-14,Youth,Youth,Natura,YY-14,,
1014,YY-15,Youth,Youth,Natura,YY-15,,
1015,YY-16,Youth,Youth,Natura,YY-16,,
1016,YY-17,Youth,Youth,Natura,YY-17,,
1017,YY-18,Youth,Youth,Natura,YY-18,,
1018,YY-19,Youth,Youth,Natura,YY-19,,
1019,YY-20,Youth,Youth,Natura,YY-20,,
1020,YY-21,Youth,Youth,Natura,YY-21,,
1021,YY-22,Youth,Youth,Natura,YY-22,,
1022,YY-23,Youth,Youth,Natura,YY-23,,
1023,YY-24,Youth,Youth,Natura,YY-24,,
1024,YY-25,Youth,Youth,Natura,YY-25,,
1025,YY-26,Youth,Youth,Natura,YY-26,,
1026,YY-27,Youth,Youth,Natura,YY-27,,
1027,UM-01,Urban,Moderation,Palma,UM-01,UM-01,Palma
1028,UM-02,Urban,Moderation,Palma,UM-02,,
1029,UC-01,Urban,Convenience,Palma,UC-01,,
1030,UC-02,Urban,Convenience,Palma,UC-02,,
1031,UC-03,Urban,Convenience,Palma,UC-03,,
1032,UC-04,Urban,Convenience,Palma,UC-04,,
1033,UC-05,Urban,Convenience,Palma,UC-05,,
1034,UC-06,Urban,Convenience,Palma,UC-06,,
1035,UC-07,Urban,Convenience,Palma,UC-07,,
1036,UC-08,Urban,Convenience,Palma,UC-08,,
1037,UC-09,Urban,Convenience,Palma,UC-09,,
1038,UC-10,Urban,Convenience,Palma,UC-10,,
1039,UC-11,Urban,Convenience,Palma,UC-11,,
1040,UC-12,Urban,Convenience,Palma,UC-12,,
1041,UC-13,Urban,Convenience,Palma,UC-13,,
1042,UC-14,Urban,Convenience,Palma,UC-14,,
1043,MA-01,Mix,All Season,Pirum,MA-01,MA-01,Pirum
1044,MA-02,Mix,All Season,Pirum,MA-02,,
1045,MA-03,Mix,All Season,Pirum,MA-03,,
1046,MA-04,Mix,All Season,Pirum,MA-04,,
1047,MA-05,Mix,All Season,Pirum,MA-05,,
1048,MA-06,Mix,All Season,Pirum,MA-06,,
1049,MA-07,Mix,All Season,Pirum,MA-07,,
1050,MA-08,Mix,All Season,Pirum,MA-08,,
1051,MA-09,Mix,All Season,Pirum,MA-09,,
1052,MA-10,Mix,All Season,Pirum,MA-10,,
1053,MA-11,Mix,All Season,Pirum,MA-11,,
1054,MA-12,Mix,All Season,Pirum,MA-12,,
1055,RP-01,Rural,Productivity,Pirum,RP-01,,
1056,RP-02,Rural,Productivity,Pirum,RP-02,,
1057,RP-03,Rural,Productivity,Pirum,RP-03,,
1058,RP-04,Rural,Productivity,Pirum,RP-04,,
1059,RP-05,Rural,Productivity,Pirum,RP-05,,
1060,RP-06,Rural,Productivity,Pirum,RP-06,,
1061,RP-07,Rural,Productivity,Pirum,RP-07,,
1062,RP-08,Rural,Productivity,Pirum,RP-08,,
1063,RP-09,Rural,Productivity,Pirum,RP-09,,
1064,RP-10,Rural,Productivity,Pirum,RP-10,,
1065,RP-11,Rural,Productivity,Pirum,RP-11,,
1066,RP-12,Rural,Productivity,Pirum,RP-12,,
1067,RP-13,Rural,Productivity,Pirum,RP-13,,
1068,RP-14,Rural,Productivity,Pirum,RP-14,,
1069,RP-15,Rural,Productivity,Pirum,RP-15,,
1070,RP-16,Rural,Productivity,Pirum,RP-16,,
1071,RP-17,Rural,Productivity,Pirum,RP-17,,
1072,RP-18,Rural,Productivity,Pirum,RP-18,,
1073,RP-19,Rural,Productivity,Pirum,RP-19,,
1074,RP-20,Rural,Productivity,Pirum,RP-20,,
1075,RP-21,Rural,Productivity,Pirum,RP-21,,
1076,RP-22,Rural,Productivity,Pirum,RP-22,,
1077,RP-23,Rural,Productivity,Pirum,RP-23,,
1078,RP-24,Rural,Productivity,Pirum,RP-24,,
1079,RP-25,Rural,Productivity,Pirum,RP-25,,
1080,RP-26,Rural,Productivity,Pirum,RP-26,,
1081,RP-27,Rural,Productivity,Pirum,RP-27,,
1082,RP-28,Rural,Productivity,Pirum,RP-28,,
1083,RP-29,Rural,Productivity,Pirum,RP-29,,
1084,RP-30,Rural,Productivity,Pirum,RP-30,,
1085,RP-31,Rural,Productivity,Pirum,RP-31,,
1086,RP-32,Rural,Productivity,Pirum,RP-32,,
1087,RP-33,Rural,Productivity,Pirum,RP-33,,
1088,RP-34,Rural,Productivity,Pirum,RP-34,,
1089,RP-35,Rural,Productivity,Pirum,RP-35,,
1090,RP-36,Rural,Productivity,Pirum,RP-36,,
1091,RP-37,Rural,Productivity,Pirum,RP-37,,
1092,RP-38,Rural,Productivity,Pirum,RP-38,,
1093,RP-39,Rural,Productivity,Pirum,RP-39,,
1094,RP-40,Rural,Productivity,Pirum,RP-40,,
1095,RP-41,Rural,Productivity,Pirum,RP-41,,
1096,RP-42,Rural,Productivity,Pirum,RP-42,,
1097,RP-43,Rural,Productivity,Pirum,RP-43,,
1098,RP-44,Rural,Productivity,Pirum,RP-44,,
1099,RP-45,Rural,Productivity,Pirum,RP-45,,
1100,RP-46,Rural,Productivity,Pirum,RP-46,,
1101,RP-47,Rural,Productivity,Pirum,RP-47,,
1102,RP-48,Rural,Productivity,Pirum,RP-48,,
1103,RP-49,Rural,Productivity,Pirum,RP-49,,
1104,RP-50,Rural,Productivity,Pirum,RP-50,,
1105,RP-51,Rural,Productivity,Pirum,RP-51,,
1106,RP-52,Rural,Productivity,Pirum,RP-52,,
1107,RP-53,Rural,Productivity,Pirum,RP-53,,
1108,RP-54,Rural,Productivity,Pirum,RP-54,,
1109,RP-55,Rural,Productivity,Pirum,RP-55,,
1110,RP-56,Rural,Productivity,Pirum,RP-56,,
1111,RP-57,Rural,Productivity,Pirum,RP-57,,
1112,RP-58,Rural,Productivity,Pirum,RP-58,,
1113,RS-01,Rural,Select,Pirum,RS-01,,
1114,RS-02,Rural,Select,Pirum,RS-02,,
1115,RS-03,Rural,Select,Pirum,RS-03,,
1116,RS-04,Rural,Select,Pirum,RS-04,,
1117,RS-05,Rural,Select,Pirum,RS-05,,
1118,RS-06,Rural,Select,Pirum,RS-06,,
1119,RS-07,Rural,Select,Pirum,RS-07,,
1120,RS-08,Rural,Select,Pirum,RS-08,,
1121,RS-09,Rural,Select,Pirum,RS-09,,
1122,RS-10,Rural,Select,Pirum,RS-10,,
1123,RS-11,Rural,Select,Pirum,RS-11,,
1124,UM-01,Urban,Moderation,Pirum,UM-01,,
1125,UM-02,Urban,Moderation,Pirum,UM-02,,
1126,UM-03,Urban,Moderation,Pirum,UM-03,,
1127,UM-04,Urban,Moderation,Pirum,UM-04,,
1128,UM-05,Urban,Moderation,Pirum,UM-05,,
1129,UM-06,Urban,Moderation,Pirum,UM-06,,
1130,UM-07,Urban,Moderation,Pirum,UM-07,,
1131,UM-08,Urban,Moderation,Pirum,UM-08,,
1132,UM-09,Urban,Moderation,Pirum,UM-09,,
1133,UM-10,Urban,Moderation,Pirum,UM-10,,
1134,UM-11,Urban,Moderation,Pirum,UM-11,,
1135,UM-12,Urban,Moderation,Pirum,UM-12,,
1136,UM-13,Urban,Moderation,Pirum,UM-13,,
1137,UM-14,Urban,Moderation,Pirum,UM-14,,
1138,UM-15,Urban,Moderation,Pirum,UM-15,,
1139,UM-16,Urban,Moderation,Pirum,UM-16,,
1140,UM-17,Urban,Moderation,Pirum,UM-17,,
1141,UM-18,Urban,Moderation,Pirum,UM-18,,
1142,UM-19,Urban,Moderation,Pirum,UM-19,,
1143,UM-20,Urban,Moderation,Pirum,UM-20,,
1144,UR-01,Urban,Regular,Pirum,UR-01,,
1145,UR-02,Urban,Regular,Pirum,UR-02,,
1146,UR-03,Urban,Regular,Pirum,UR-03,,
1147,UR-04,Urban,Regular,Pirum,UR-04,,
1148,UR-05,Urban,Regular,Pirum,UR-05,,
1149,UR-06,Urban,Regular,Pirum,UR-06,,
1150,UR-07,Urban,Regular,Pirum,UR-07,,
1151,UR-08,Urban,Regular,Pirum,UR-08,,
1152,UR-09,Urban,Regular,Pirum,UR-09,,
1153,UR-10,Urban,Regular,Pirum,UR-10,,
1154,UR-11,Urban,Regular,Pirum,UR-11,,
1155,UR-12,Urban,Regular,Pirum,UR-12,,
1156,UR-13,Urban,Regular,Pirum,UR-13,,
1157,UR-14,Urban,Regular,Pirum,UR-14,,
1158,UR-15,Urban,Regular,Pirum,UR-15,,
1159,UR-16,Urban,Regular,Pirum,UR-16,,
1160,UR-17,Urban,Regular,Pirum,UR-17,,
1161,UR-18,Urban,Regular,Pirum,UR-18,,
1162,UR-19,Urban,Regular,Pirum,UR-19,,
1163,UR-20,Urban,Regular,Pirum,UR-20,,
1164,UR-21,Urban,Regular,Pirum,UR-21,,
1165,UE-01,Urban,Extreme,Pirum,UE-01,,
1166,UE-02,Urban,Extreme,Pirum,UE-02,,
1167,UE-03,Urban,Extreme,Pirum,UE-03,,
1168,UE-04,Urban,Extreme,Pirum,UE-04,,
1169,UE-05,Urban,Extreme,Pirum,UE-05,,
1170,UE-06,Urban,Extreme,Pirum,UE-06,,
1171,UE-07,Urban,Extreme,Pirum,UE-07,,
1172,UE-08,Urban,Extreme,Pirum,UE-08,,
1173,UE-09,Urban,Extreme,Pirum,UE-09,,
1174,UE-10,Urban,Extreme,Pirum,UE-10,,
1175,UE-11,Urban,Extreme,Pirum,UE-11,,
1176,UE-12,Urban,Extreme,Pirum,UE-12,,
1177,UE-13,Urban,Extreme,Pirum,UE-13,,
1178,UE-14,Urban,Extreme,Pirum,UE-14,,
1179,UE-15,Urban,Extreme,Pirum,UE-15,,
1180,UE-16,Urban,Extreme,Pirum,UE-16,,
1181,UE-17,Urban,Extreme,Pirum,UE-17,,
1182,UE-18,Urban,Extreme,Pirum,UE-18,,
1183,UE-19,Urban,Extreme,Pirum,UE-19,,
1184,UE-20,Urban,Extreme,Pirum,UE-20,,
1185,UE-21,Urban,Extreme,Pirum,UE-21,,
1186,UE-22,Urban,Extreme,Pirum,UE-22,,
1187,UE-23,Urban,Extreme,Pirum,UE-23,,
1188,UE-24,Urban,Extreme,Pirum,UE-24,,
1189,UE-25,Urban,Extreme,Pirum,UE-25,,
1190,UE-26,Urban,Extreme,Pirum,UE-26,,
1191,UE-27,Urban,Extreme,Pirum,UE-27,,
1192,UE-28,Urban,Extreme,Pirum,UE-28,,
1193,UE-29,Urban,Extreme,Pirum,UE-29,,
1194,UE-30,Urban,Extreme,Pirum,UE-30,,
1195,UE-31,Urban,Extreme,Pirum,UE-31,,
1196,UE-32,Urban,Extreme,Pirum,UE-32,,
1197,UE-33,Urban,Extreme,Pirum,UE-33,,
1198,UE-34,Urban,Extreme,Pirum,UE-34,,
1199,UC-01,Urban,Convenience,Pirum,UC-01,,
1200,UC-02,Urban,Convenience,Pirum,UC-02,,
1201,UC-03,Urban,Convenience,Pirum,UC-03,,
1202,UC-04,Urban,Convenience,Pirum,UC-04,,
1203,UC-05,Urban,Convenience,Pirum,UC-05,,
1204,UC-06,Urban,Convenience,Pirum,UC-06,,
1205,UC-07,Urban,Convenience,Pirum,UC-07,,
1206,UC-08,Urban,Convenience,Pirum,UC-08,,
1207,UC-09,Urban,Convenience,Pirum,UC-09,,
1208,UC-10,Urban,Convenience,Pirum,UC-10,,
1209,UC-11,Urban,Convenience,Pirum,UC-11,,
1210,UC-12,Urban,Convenience,Pirum,UC-12,,
1211,UC-13,Urban,Convenience,Pirum,UC-13,,
1212,UC-14,Urban,Convenience,Pirum,UC-14,,
1213,UC-15,Urban,Convenience,Pirum,UC-15,,
1214,UC-16,Urban,Convenience,Pirum,UC-16,,
1215,UC-17,Urban,Convenience,Pirum,UC-17,,
1216,UC-18,Urban,Convenience,Pirum,UC-18,,
1217,UC-19,Urban,Convenience,Pirum,UC-19,,
1218,UC-20,Urban,Convenience,Pirum,UC-20,,
1219,UC-21,Urban,Convenience,Pirum,UC-21,,
1220,UC-22,Urban,Convenience,Pirum,UC-22,,
1221,UC-23,Urban,Convenience,Pirum,UC-23,,
1222,UC-24,Urban,Convenience,Pirum,UC-24,,
1223,UC-25,Urban,Convenience,Pirum,UC-25,,
1224,UC-26,Urban,Convenience,Pirum,UC-26,,
1225,UC-27,Urban,Convenience,Pirum,UC-27,,
1226,UC-28,Urban,Convenience,Pirum,UC-28,,
1227,UC-29,Urban,Convenience,Pirum,UC-29,,
1228,UC-30,Urban,Convenience,Pirum,UC-30,,
1229,UC-31,Urban,Convenience,Pirum,UC-31,,
1230,UC-32,Urban,Convenience,Pirum,UC-32,,
1231,UC-33,Urban,Convenience,Pirum,UC-33,,
1232,UC-34,Urban,Convenience,Pirum,UC-34,,
1233,MP-01,Mix,Productivity,Quibus,MP-01 (No Revenue),MP-01,Quibus
1234,MP-02,Mix,Productivity,Quibus,MP-02 (No Revenue),,
1235,MP-03,Mix,Productivity,Quibus,MP-03,,
1236,MP-04,Mix,Productivity,Quibus,MP-04,,
1237,MP-05,Mix,Productivity,Quibus,MP-05 (No Revenue),,
1238,MP-06,Mix,Productivity,Quibus,MP-06 (No Revenue),,
1239,MP-07,Mix,Productivity,Quibus,MP-07,,
1240,MP-08,Mix,Productivity,Quibus,MP-08,,
1241,MP-09,Mix,Productivity,Quibus,MP-09,,
1242,MP-10,Mix,Productivity,Quibus,MP-10,,
1243,MP-11,Mix,Productivity,Quibus,MP-11,,
1244,MP-12,Mix,Productivity,Quibus,MP-12,,
1245,MP-13,Mix,Productivity,Quibus,MP-13,,
1246,MP-14,Mix,Productivity,Quibus,MP-14,,
1247,MP-15,Mix,Productivity,Quibus,MP-15,,
1248,MP-16,Mix,Productivity,Quibus,MP-16,,
1249,MP-17,Mix,Productivity,Quibus,MP-17,,
1250,MP-18,Mix,Productivity,Quibus,MP-18,,
1251,MP-19,Mix,Productivity,Quibus,MP-19,,
1252,MP-20,Mix,Productivity,Quibus,MP-20,,
1253,MP-21,Mix,Productivity,Quibus,MP-21,,
1254,MP-22,Mix,Productivity,Quibus,MP-22,,
1255,MP-23,Mix,Productivity,Quibus,MP-23,,
1256,MP-24,Mix,Productivity,Quibus,MP-24,,
1257,MP-25,Mix,Productivity,Quibus,MP-25 (No Revenue),,
1258,MP-26,Mix,Productivity,Quibus,MP-26 (No Revenue),,
1259,MP-27,Mix,Productivity,Quibus,MP-27,,
1260,MP-28,Mix,Productivity,Quibus,MP-28,,
1261,MP-29,Mix,Productivity,Quibus,MP-29,,
1262,MP-30,Mix,Productivity,Quibus,MP-30,,
1263,MP-31,Mix,Productivity,Quibus,MP-31,,
1264,MP-32,Mix,Productivity,Quibus,MP-32,,
1265,MA-01,Mix,All Season,Quibus,MA-01,,
1266,MA-02,Mix,All Season,Quibus,MA-02,,
1267,MA-03,Mix,All Season,Quibus,MA-03,,
1268,MA-04,Mix,All Season,Quibus,MA-04,,
1269,MA-05,Mix,All Season,Quibus,MA-05,,
1270,MA-06,Mix,All Season,Quibus,MA-06,,
1271,MA-07,Mix,All Season,Quibus,MA-07,,
1272,MA-08,Mix,All Season,Quibus,MA-08,,
1273,MA-09,Mix,All Season,Quibus,MA-09,,
1274,MA-10,Mix,All Season,Quibus,MA-10,,
1275,MA-11,Mix,All Season,Quibus,MA-11,,
1276,MA-12,Mix,All Season,Quibus,MA-12,,
1277,MA-13,Mix,All Season,Quibus,MA-13,,
1278,MA-14,Mix,All Season,Quibus,MA-14,,
1279,MA-15,Mix,All Season,Quibus,MA-15,,
1280,MA-16,Mix,All Season,Quibus,MA-16,,
1281,MA-17,Mix,All Season,Quibus,MA-17,,
1282,MA-18,Mix,All Season,Quibus,MA-18,,
1283,MA-19,Mix,All Season,Quibus,MA-19,,
1284,MA-20,Mix,All Season,Quibus,MA-20 (No Revenue),,
1285,MA-21,Mix,All Season,Quibus,MA-21,,
1286,MA-22,Mix,All Season,Quibus,MA-22,,
1287,MA-23,Mix,All Season,Quibus,MA-23,,
1288,MA-24,Mix,All Season,Quibus,MA-24,,
1289,MA-25,Mix,All Season,Quibus,MA-25,,
1290,MA-26,Mix,All Season,Quibus,MA-26,,
1291,MA-27,Mix,All Season,Quibus,MA-27,,
1292,MA-28,Mix,All Season,Quibus,MA-28 (No Revenue),,
1293,MA-29,Mix,All Season,Quibus,MA-29,,
1294,MA-30,Mix,All Season,Quibus,MA-30 (No Revenue),,
1295,MA-31,Mix,All Season,Quibus,MA-31,,
1296,MA-32,Mix,All Season,Quibus,MA-32 (No Revenue),,
1297,MA-33,Mix,All Season,Quibus,MA-33,,
1298,MA-34,Mix,All Season,Quibus,MA-34,,
1299,MA-35,Mix,All Season,Quibus,MA-35,,
1300,MA-36,Mix,All Season,Quibus,MA-36,,
1301,MA-37,Mix,All Season,Quibus,MA-37,,
1302,MA-38,Mix,All Season,Quibus,MA-38,,
1303,MA-39,Mix,All Season,Quibus,MA-39,,
1304,MA-40,Mix,All Season,Quibus,MA-40,,
1305,MA-41,Mix,All Season,Quibus,MA-41,,
1306,MA-42,Mix,All Season,Quibus,MA-42,,
1307,MA-43,Mix,All Season,Quibus,MA-43,,
1308,MA-44,Mix,All Season,Quibus,MA-44,,
1309,RP-01,Rural,Productivity,Quibus,RP-01,,
1310,RP-02,Rural,Productivity,Quibus,RP-02,,
1311,RP-03,Rural,Productivity,Quibus,RP-03,,
1312,RP-04,Rural,Productivity,Quibus,RP-04,,
1313,RP-05,Rural,Productivity,Quibus,RP-05,,
1314,RP-06,Rural,Productivity,Quibus,RP-06,,
1315,RP-07,Rural,Productivity,Quibus,RP-07,,
1316,RP-08,Rural,Productivity,Quibus,RP-08,,
1317,RP-09,Rural,Productivity,Quibus,RP-09,,
1318,RP-10,Rural,Productivity,Quibus,RP-10,,
1319,RP-11,Rural,Productivity,Quibus,RP-11,,
1320,RP-12,Rural,Productivity,Quibus,RP-12,,
1321,RP-13,Rural,Productivity,Quibus,RP-13,,
1322,RP-14,Rural,Productivity,Quibus,RP-14,,
1323,RP-15,Rural,Productivity,Quibus,RP-15,,
1324,RP-16,Rural,Productivity,Quibus,RP-16,,
1325,RP-17,Rural,Productivity,Quibus,RP-17,,
1326,RP-18,Rural,Productivity,Quibus,RP-18,,
1327,RP-19,Rural,Productivity,Quibus,RP-19,,
1328,RP-20,Rural,Productivity,Quibus,RP-20,,
1329,RP-21,Rural,Productivity,Quibus,RP-21,,
1330,RP-22,Rural,Productivity,Quibus,RP-22,,
1331,RP-23,Rural,Productivity,Quibus,RP-23,,
1332,RP-24,Rural,Productivity,Quibus,RP-24,,
1333,RP-25,Rural,Productivity,Quibus,RP-25,,
1334,RP-26,Rural,Productivity,Quibus,RP-26,,
1335,RP-27,Rural,Productivity,Quibus,RP-27,,
1336,RP-28,Rural,Productivity,Quibus,RP-28,,
1337,RP-29,Rural,Productivity,Quibus,RP-29,,
1338,RP-30,Rural,Productivity,Quibus,RP-30,,
1339,RP-31,Rural,Productivity,Quibus,RP-31,,
1340,RP-32,Rural,Productivity,Quibus,RP-32,,
1341,RP-33,Rural,Productivity,Quibus,RP-33,,
1342,RP-34,Rural,Productivity,Quibus,RP-34,,
1343,RP-35,Rural,Productivity,Quibus,RP-35,,
1344,RP-36,Rural,Productivity,Quibus,RP-36,,
1345,RP-37,Rural,Productivity,Quibus,RP-37,,
1346,RP-38,Rural,Productivity,Quibus,RP-38,,
1347,RP-39,Rural,Productivity,Quibus,RP-39,,
1348,RP-40,Rural,Productivity,Quibus,RP-40,,
1349,RP-41,Rural,Productivity,Quibus,RP-41,,
1350,RP-42,Rural,Productivity,Quibus,RP-42,,
1351,RP-43,Rural,Productivity,Quibus,RP-43,,
1352,RP-44,Rural,Productivity,Quibus,RP-44,,
1353,RP-45,Rural,Productivity,Quibus,RP-45,,
1354,RP-46,Rural,Productivity,Quibus,RP-46,,
1355,RP-47,Rural,Productivity,Quibus,RP-47,,
1356,RP-48,Rural,Productivity,Quibus,RP-48,,
1357,RP-49,Rural,Productivity,Quibus,RP-49,,
1358,RP-50,Rural,Productivity,Quibus,RP-50,,
1359,RP-51,Rural,Productivity,Quibus,RP-51,,
1360,RP-52,Rural,Productivity,Quibus,RP-52,,
1361,RP-53,Rural,Productivity,Quibus,RP-53,,
1362,RP-54,Rural,Productivity,Quibus,RP-54,,
1363,RP-55,Rural,Productivity,Quibus,RP-55,,
1364,RP-56,Rural,Productivity,Quibus,RP-56,,
1365,RP-57,Rural,Productivity,Quibus,RP-57,,
1366,RP-58,Rural,Productivity,Quibus,RP-58,,
1367,RP-59,Rural,Productivity,Quibus,RP-59,,
1368,RP-60,Rural,Productivity,Quibus,RP-60,,
1369,RP-61,Rural,Productivity,Quibus,RP-61,,
1370,RP-62,Rural,Productivity,Quibus,RP-62,,
1371,RP-63,Rural,Productivity,Quibus,RP-63,,
1372,RP-64,Rural,Productivity,Quibus,RP-64,,
1373,RP-65,Rural,Productivity,Quibus,RP-65,,
1374,RP-66,Rural,Productivity,Quibus,RP-66,,
1375,RP-67,Rural,Productivity,Quibus,RP-67,,
1376,RP-68,Rural,Productivity,Quibus,RP-68,,
1377,RP-69,Rural,Productivity,Quibus,RP-69,,
1378,RP-70,Rural,Productivity,Quibus,RP-70,,
1379,RP-71,Rural,Productivity,Quibus,RP-71,,
1380,RP-72,Rural,Productivity,Quibus,RP-72,,
1381,RP-73,Rural,Productivity,Quibus,RP-73,,
1382,RP-74,Rural,Productivity,Quibus,RP-74,,
1383,RP-75,Rural,Productivity,Quibus,RP-75,,
1384,RP-76,Rural,Productivity,Quibus,RP-76,,
1385,RP-77,Rural,Productivity,Quibus,RP-77,,
1386,RP-78,Rural,Productivity,Quibus,RP-78,,
1387,RP-79,Rural,Productivity,Quibus,RP-79,,
1388,RP-80,Rural,Productivity,Quibus,RP-80,,
1389,RP-81,Rural,Productivity,Quibus,RP-81,,
1390,RP-82,Rural,Productivity,Quibus,RP-82,,
1391,RP-83,Rural,Productivity,Quibus,RP-83,,
1392,RP-84,Rural,Productivity,Quibus,RP-84,,
1393,RP-85,Rural,Productivity,Quibus,RP-85,,
1394,RP-86,Rural,Productivity,Quibus,RP-86,,
1395,RP-87,Rural,Productivity,Quibus,RP-87,,
1396,RP-88,Rural,Productivity,Quibus,RP-88,,
1397,RP-89,Rural,Productivity,Quibus,RP-89,,
1398,RP-90,Rural,Productivity,Quibus,RP-90,,
1399,RP-91,Rural,Productivity,Quibus,RP-91 (No Revenue),,
1400,RP-92,Rural,Productivity,Quibus,RP-92 (No Revenue),,
1401,RP-93,Rural,Productivity,Quibus,RP-93,,
1402,RP-94,Rural,Productivity,Quibus,RP-94,,
1403,RP-95,Rural,Productivity,Quibus,RP-95,,
1404,RP-96,Rural,Productivity,Quibus,RP-96,,
1405,RP-97,Rural,Productivity,Quibus,RP-97,,
1406,RP-98,Rural,Productivity,Quibus,RP-98,,
1407,RP-99,Rural,Productivity,Quibus,RP-99,,
1408,RP-00,Rural,Productivity,Quibus,RP-00,,
1409,RP-01,Rural,Productivity,Quibus,RP-01,,
1410,RP-02,Rural,Productivity,Quibus,RP-02,,
1411,RP-03,Rural,Productivity,Quibus,RP-03,,
1412,RP-04,Rural,Productivity,Quibus,RP-04,,
1413,RP-05,Rural,Productivity,Quibus,RP-05,,
1414,RP-06,Rural,Productivity,Quibus,RP-06,,
1415,RP-07,Rural,Productivity,Quibus,RP-07,,
1416,RP-08,Rural,Productivity,Quibus,RP-08,,
1417,RP-09,Rural,Productivity,Quibus,RP-09,,
1418,RP-10,Rural,Productivity,Quibus,RP-10,,
1419,RP-11,Rural,Productivity,Quibus,RP-11,,
1420,RP-12,Rural,Productivity,Quibus,RP-12,,
1421,RP-13,Rural,Productivity,Quibus,RP-13,,
1422,RP-14,Rural,Productivity,Quibus,RP-14,,
1423,RP-15,Rural,Productivity,Quibus,RP-15,,
1424,RP-16,Rural,Productivity,Quibus,RP-16,,
1425,RP-17,Rural,Productivity,Quibus,RP-17,,
1426,RP-18,Rural,Productivity,Quibus,RP-18,,
1427,RP-19,Rural,Productivity,Quibus,RP-19,,
1428,RP-20,Rural,Productivity,Quibus,RP-20,,
1429,RP-21,Rural,Productivity,Quibus,RP-21,,
1430,RP-22,Rural,Productivity,Quibus,RP-22,,
1431,RP-23,Rural,Productivity,Quibus,RP-23,,
1432,RP-24,Rural,Productivity,Quibus,RP-24,,
1433,RP-25,Rural,Productivity,Quibus,RP-25,,
1434,RP-26,Rural,Productivity,Quibus,RP-26,,
1435,RP-27,Rural,Productivity,Quibus,RP-27,,
1436,RP-28,Rural,Productivity,Quibus,RP-28,,
1437,RP-29,Rural,Productivity,Quibus,RP-29,,
1438,RP-30,Rural,Productivity,Quibus,RP-30,,
1439,RP-31,Rural,Productivity,Quibus,RP-31,,
1440,RP-32,Rural,Productivity,Quibus,RP-32,,
1441,RP-33,Rural,Productivity,Quibus,RP-33,,
1442,RP-34,Rural,Productivity,Quibus,RP-34,,
1443,RP-35,Rural,Productivity,Quibus,RP-35,,
1444,RP-36,Rural,Productivity,Quibus,RP-36,,
1445,RP-37,Rural,Productivity,Quibus,RP-37,,
1446,RP-38,Rural,Productivity,Quibus,RP-38,,
1447,RP-39,Rural,Productivity,Quibus,RP-39,,
1448,RP-40,Rural,Productivity,Quibus,RP-40,,
1449,RP-41,Rural,Productivity,Quibus,RP-41,,
