dDate_Date,dDate_MonthNo,dDate_MonthName,dDate_MonthID,dDate_Month,dDate_Quarter,dDate_Year,dDate_InRange
"Thursday, March 15, 2007",3,Mar,200703,Mar-07,Q1,2007,in range
"Friday, March 16, 2007",3,Mar,200703,Mar-07,Q1,2007,in range
"Saturday, March 17, 2007",3,Mar,200703,Mar-07,Q1,2007,in range
"Sunday, March 18, 2007",3,Mar,200703,Mar-07,Q1,2007,in range
"Monday, March 19, 2007",3,Mar,200703,Mar-07,Q1,2007,in range
"Tuesday, March 20, 2007",3,Mar,200703,Mar-07,Q1,2007,in range
"Wednesday, March 21, 2007",3,Mar,200703,Mar-07,Q1,2007,in range
"Thursday, March 22, 2007",3,Mar,200703,Mar-07,Q1,2007,in range
"Friday, March 23, 2007",3,Mar,200703,Mar-07,Q1,2007,in range
"Saturday, March 24, 2007",3,Mar,200703,Mar-07,Q1,2007,in range
"Sunday, March 25, 2007",3,Mar,200703,Mar-07,Q1,2007,in range
"Monday, March 26, 2007",3,Mar,200703,Mar-07,Q1,2007,in range
"Tuesday, March 27, 2007",3,Mar,200703,Mar-07,Q1,2007,in range
"Wednesday, March 28, 2007",3,Mar,200703,Mar-07,Q1,2007,in range
"Thursday, March 29, 2007",3,Mar,200703,Mar-07,Q1,2007,in range
"Friday, March 30, 2007",3,Mar,200703,Mar-07,Q1,2007,in range
"Saturday, March 31, 2007",3,Mar,200703,Mar-07,Q1,2007,in range
"Sunday, April 1, 2007",4,Apr,200704,Apr-07,Q2,2007,in range
"Monday, April 2, 2007",4,Apr,200704,Apr-07,Q2,2007,in range
"Tuesday, April 3, 2007",4,Apr,200704,Apr-07,Q2,2007,in range
"Wednesday, April 4, 2007",4,Apr,200704,Apr-07,Q2,2007,in range
"Thursday, April 5, 2007",4,Apr,200704,Apr-07,Q2,2007,in range
"Friday, April 6, 2007",4,Apr,200704,Apr-07,Q2,2007,in range
"Saturday, April 7, 2007",4,Apr,200704,Apr-07,Q2,2007,in range
"Sunday, April 8, 2007",4,Apr,200704,Apr-07,Q2,2007,in range
"Monday, April 9, 2007",4,Apr,200704,Apr-07,Q2,2007,in range
"Tuesday, April 10, 2007",4,Apr,200704,Apr-07,Q2,2007,in range
"Wednesday, April 11, 2007",4,Apr,200704,Apr-07,Q2,2007,in range
"Thursday, April 12, 2007",4,Apr,200704,Apr-07,Q2,2007,in range
"Friday, April 13, 2007",4,Apr,200704,Apr-07,Q2,2007,in range
"Saturday, April 14, 2007",4,Apr,200704,Apr-07,Q2,2007,in range
"Sunday, April 15, 2007",4,Apr,200704,Apr-07,Q2,2007,in range
"Monday, April 16, 2007",4,Apr,200704,Apr-07,Q2,2007,in range
"Tuesday, April 17, 2007",4,Apr,200704,Apr-07,Q2,2007,in range
"Wednesday, April 18, 2007",4,Apr,200704,Apr-07,Q2,2007,in range
"Thursday, April 19, 2007",4,Apr,200704,Apr-07,Q2,2007,in range
"Friday, April 20, 2007",4,Apr,200704,Apr-07,Q2,2007,in range
"Saturday, April 21, 2007",4,Apr,200704,Apr-07,Q2,2007,in range
"Sunday, April 22, 2007",4,Apr,200704,Apr-07,Q2,2007,in range
"Monday, April 23, 2007",4,Apr,200704,Apr-07,Q2,2007,in range
"Tuesday, April 24, 2007",4,Apr,200704,Apr-07,Q2,2007,in range
"Wednesday, April 25, 2007",4,Apr,200704,Apr-07,Q2,2007,in range
"Thursday, April 26, 2007",4,Apr,200704,Apr-07,Q2,2007,in range
"Friday, April 27, 2007",4,Apr,200704,Apr-07,Q2,2007,in range
"Saturday, April 28, 2007",4,Apr,200704,Apr-07,Q2,2007,in range
"Sunday, April 29, 2007",4,Apr,200704,Apr-07,Q2,2007,in range
"Monday, April 30, 2007",4,Apr,200704,Apr-07,Q2,2007,in range
"Tuesday, May 1, 2007",5,May,200705,May-07,Q2,2007,in range
"Wednesday, May 2, 2007",5,May,200705,May-07,Q2,2007,in range
"Thursday, May 3, 2007",5,May,200705,May-07,Q2,2007,in range
"Friday, May 4, 2007",5,May,200705,May-07,Q2,2007,in range
"Saturday, May 5, 2007",5,May,200705,May-07,Q2,2007,in range
"Sunday, May 6, 2007",5,May,200705,May-07,Q2,2007,in range
"Monday, May 7, 2007",5,May,200705,May-07,Q2,2007,in range
"Tuesday, May 8, 2007",5,May,200705,May-07,Q2,2007,in range
"Wednesday, May 9, 2007",5,May,200705,May-07,Q2,2007,in range
"Thursday, May 10, 2007",5,May,200705,May-07,Q2,2007,in range
"Friday, May 11, 2007",5,May,200705,May-07,Q2,2007,in range
"Saturday, May 12, 2007",5,May,200705,May-07,Q2,2007,in range
"Sunday, May 13, 2007",5,May,200705,May-07,Q2,2007,in range
"Monday, May 14, 2007",5,May,200705,May-07,Q2,2007,in range
"Tuesday, May 15, 2007",5,May,200705,May-07,Q2,2007,in range
"Wednesday, May 16, 2007",5,May,200705,May-07,Q2,2007,in range
"Thursday, May 17, 2007",5,May,200705,May-07,Q2,2007,in range
"Friday, May 18, 2007",5,May,200705,May-07,Q2,2007,in range
"Saturday, May 19, 2007",5,May,200705,May-07,Q2,2007,in range
"Sunday, May 20, 2007",5,May,200705,May-07,Q2,2007,in range
"Monday, May 21, 2007",5,May,200705,May-07,Q2,2007,in range
"Tuesday, May 22, 2007",5,May,200705,May-07,Q2,2007,in range
"Wednesday, May 23, 2007",5,May,200705,May-07,Q2,2007,in range
"Thursday, May 24, 2007",5,May,200705,May-07,Q2,2007,in range
"Friday, May 25, 2007",5,May,200705,May-07,Q2,2007,in range
"Saturday, May 26, 2007",5,May,200705,May-07,Q2,2007,in range
"Sunday, May 27, 2007",5,May,200705,May-07,Q2,2007,in range
"Monday, May 28, 2007",5,May,200705,May-07,Q2,2007,in range
"Tuesday, May 29, 2007",5,May,200705,May-07,Q2,2007,in range
"Wednesday, May 30, 2007",5,May,200705,May-07,Q2,2007,in range
"Thursday, May 31, 2007",5,May,200705,May-07,Q2,2007,in range
"Friday, June 1, 2007",6,Jun,200706,Jun-07,Q2,2007,in range
"Saturday, June 2, 2007",6,Jun,200706,Jun-07,Q2,2007,in range
"Sunday, June 3, 2007",6,Jun,200706,Jun-07,Q2,2007,in range
"Monday, June 4, 2007",6,Jun,200706,Jun-07,Q2,2007,in range
"Tuesday, June 5, 2007",6,Jun,200706,Jun-07,Q2,2007,in range
"Wednesday, June 6, 2007",6,Jun,200706,Jun-07,Q2,2007,in range
"Thursday, June 7, 2007",6,Jun,200706,Jun-07,Q2,2007,in range
"Friday, June 8, 2007",6,Jun,200706,Jun-07,Q2,2007,in range
"Saturday, June 9, 2007",6,Jun,200706,Jun-07,Q2,2007,in range
"Sunday, June 10, 2007",6,Jun,200706,Jun-07,Q2,2007,in range
"Monday, June 11, 2007",6,Jun,200706,Jun-07,Q2,2007,in range
"Tuesday, June 12, 2007",6,Jun,200706,Jun-07,Q2,2007,in range
"Wednesday, June 13, 2007",6,Jun,200706,Jun-07,Q2,2007,in range
"Thursday, June 14, 2007",6,Jun,200706,Jun-07,Q2,2007,in range
"Friday, June 15, 2007",6,Jun,200706,Jun-07,Q2,2007,in range
"Saturday, June 16, 2007",6,Jun,200706,Jun-07,Q2,2007,in range
"Sunday, June 17, 2007",6,Jun,200706,Jun-07,Q2,2007,in range
"Monday, June 18, 2007",6,Jun,200706,Jun-07,Q2,2007,in range
"Tuesday, June 19, 2007",6,Jun,200706,Jun-07,Q2,2007,in range
"Wednesday, June 20, 2007",6,Jun,200706,Jun-07,Q2,2007,in range
"Thursday, June 21, 2007",6,Jun,200706,Jun-07,Q2,2007,in range
"Friday, June 22, 2007",6,Jun,200706,Jun-07,Q2,2007,in range
"Saturday, June 23, 2007",6,Jun,200706,Jun-07,Q2,2007,in range
"Sunday, June 24, 2007",6,Jun,200706,Jun-07,Q2,2007,in range
"Monday, June 25, 2007",6,Jun,200706,Jun-07,Q2,2007,in range
"Tuesday, June 26, 2007",6,Jun,200706,Jun-07,Q2,2007,in range
"Wednesday, June 27, 2007",6,Jun,200706,Jun-07,Q2,2007,in range
"Thursday, June 28, 2007",6,Jun,200706,Jun-07,Q2,2007,in range
"Friday, June 29, 2007",6,Jun,200706,Jun-07,Q2,2007,in range
"Saturday, June 30, 2007",6,Jun,200706,Jun-07,Q2,2007,in range
"Sunday, July 1, 2007",7,Jul,200707,Jul-07,Q3,2007,in range
"Monday, July 2, 2007",7,Jul,200707,Jul-07,Q3,2007,in range
"Tuesday, July 3, 2007",7,Jul,200707,Jul-07,Q3,2007,in range
"Wednesday, July 4, 2007",7,Jul,200707,Jul-07,Q3,2007,in range
"Thursday, July 5, 2007",7,Jul,200707,Jul-07,Q3,2007,in range
"Friday, July 6, 2007",7,Jul,200707,Jul-07,Q3,2007,in range
"Saturday, July 7, 2007",7,Jul,200707,Jul-07,Q3,2007,in range
"Sunday, July 8, 2007",7,Jul,200707,Jul-07,Q3,2007,in range
"Monday, July 9, 2007",7,Jul,200707,Jul-07,Q3,2007,in range
"Tuesday, July 10, 2007",7,Jul,200707,Jul-07,Q3,2007,in range
"Wednesday, July 11, 2007",7,Jul,200707,Jul-07,Q3,2007,in range
"Thursday, July 12, 2007",7,Jul,200707,Jul-07,Q3,2007,in range
"Friday, July 13, 2007",7,Jul,200707,Jul-07,Q3,2007,in range
"Saturday, July 14, 2007",7,Jul,200707,Jul-07,Q3,2007,in range
"Sunday, July 15, 2007",7,Jul,200707,Jul-07,Q3,2007,in range
"Monday, July 16, 2007",7,Jul,200707,Jul-07,Q3,2007,in range
"Tuesday, July 17, 2007",7,Jul,200707,Jul-07,Q3,2007,in range
"Wednesday, July 18, 2007",7,Jul,200707,Jul-07,Q3,2007,in range
"Thursday, July 19, 2007",7,Jul,200707,Jul-07,Q3,2007,in range
"Friday, July 20, 2007",7,Jul,200707,Jul-07,Q3,2007,in range
"Saturday, July 21, 2007",7,Jul,200707,Jul-07,Q3,2007,in range
"Sunday, July 22, 2007",7,Jul,200707,Jul-07,Q3,2007,in range
"Monday, July 23, 2007",7,Jul,200707,Jul-07,Q3,2007,in range
"Tuesday, July 24, 2007",7,Jul,200707,Jul-07,Q3,2007,in range
"Wednesday, July 25, 2007",7,Jul,200707,Jul-07,Q3,2007,in range
"Thursday, July 26, 2007",7,Jul,200707,Jul-07,Q3,2007,in range
"Friday, July 27, 2007",7,Jul,200707,Jul-07,Q3,2007,in range
"Saturday, July 28, 2007",7,Jul,200707,Jul-07,Q3,2007,in range
"Sunday, July 29, 2007",7,Jul,200707,Jul-07,Q3,2007,in range
"Monday, July 30, 2007",7,Jul,200707,Jul-07,Q3,2007,in range
"Tuesday, July 31, 2007",7,Jul,200707,Jul-07,Q3,2007,in range
"Wednesday, August 1, 2007",8,Aug,200708,Aug-07,Q3,2007,in range
"Thursday, August 2, 2007",8,Aug,200708,Aug-07,Q3,2007,in range
"Friday, August 3, 2007",8,Aug,200708,Aug-07,Q3,2007,in range
"Saturday, August 4, 2007",8,Aug,200708,Aug-07,Q3,2007,in range
"Sunday, August 5, 2007",8,Aug,200708,Aug-07,Q3,2007,in range
"Monday, August 6, 2007",8,Aug,200708,Aug-07,Q3,2007,in range
"Tuesday, August 7, 2007",8,Aug,200708,Aug-07,Q3,2007,in range
"Wednesday, August 8, 2007",8,Aug,200708,Aug-07,Q3,2007,in range
"Thursday, August 9, 2007",8,Aug,200708,Aug-07,Q3,2007,in range
"Friday, August 10, 2007",8,Aug,200708,Aug-07,Q3,2007,in range
"Saturday, August 11, 2007",8,Aug,200708,Aug-07,Q3,2007,in range
"Sunday, August 12, 2007",8,Aug,200708,Aug-07,Q3,2007,in range
"Monday, August 13, 2007",8,Aug,200708,Aug-07,Q3,2007,in range
"Tuesday, August 14, 2007",8,Aug,200708,Aug-07,Q3,2007,in range
"Wednesday, August 15, 2007",8,Aug,200708,Aug-07,Q3,2007,in range
"Thursday, August 16, 2007",8,Aug,200708,Aug-07,Q3,2007,in range
"Friday, August 17, 2007",8,Aug,200708,Aug-07,Q3,2007,in range
"Saturday, August 18, 2007",8,Aug,200708,Aug-07,Q3,2007,in range
"Sunday, August 19, 2007",8,Aug,200708,Aug-07,Q3,2007,in range
"Monday, August 20, 2007",8,Aug,200708,Aug-07,Q3,2007,in range
"Tuesday, August 21, 2007",8,Aug,200708,Aug-07,Q3,2007,in range
"Wednesday, August 22, 2007",8,Aug,200708,Aug-07,Q3,2007,in range
"Thursday, August 23, 2007",8,Aug,200708,Aug-07,Q3,2007,in range
"Friday, August 24, 2007",8,Aug,200708,Aug-07,Q3,2007,in range
"Saturday, August 25, 2007",8,Aug,200708,Aug-07,Q3,2007,in range
"Sunday, August 26, 2007",8,Aug,200708,Aug-07,Q3,2007,in range
"Monday, August 27, 2007",8,Aug,200708,Aug-07,Q3,2007,in range
"Tuesday, August 28, 2007",8,Aug,200708,Aug-07,Q3,2007,in range
"Wednesday, August 29, 2007",8,Aug,200708,Aug-07,Q3,2007,in range
"Thursday, August 30, 2007",8,Aug,200708,Aug-07,Q3,2007,in range
"Friday, August 31, 2007",8,Aug,200708,Aug-07,Q3,2007,in range
"Saturday, September 1, 2007",9,Sep,200709,Sep-07,Q3,2007,in range
"Sunday, September 2, 2007",9,Sep,200709,Sep-07,Q3,2007,in range
"Monday, September 3, 2007",9,Sep,200709,Sep-07,Q3,2007,in range
"Tuesday, September 4, 2007",9,Sep,200709,Sep-07,Q3,2007,in range
"Wednesday, September 5, 2007",9,Sep,200709,Sep-07,Q3,2007,in range
"Thursday, September 6, 2007",9,Sep,200709,Sep-07,Q3,2007,in range
"Friday, September 7, 2007",9,Sep,200709,Sep-07,Q3,2007,in range
"Saturday, September 8, 2007",9,Sep,200709,Sep-07,Q3,2007,in range
"Sunday, September 9, 2007",9,Sep,200709,Sep-07,Q3,2007,in range
"Monday, September 10, 2007",9,Sep,200709,Sep-07,Q3,2007,in range
"Tuesday, September 11, 2007",9,Sep,200709,Sep-07,Q3,2007,in range
"Wednesday, September 12, 2007",9,Sep,200709,Sep-07,Q3,2007,in range
"Thursday, September 13, 2007",9,Sep,200709,Sep-07,Q3,2007,in range
"Friday, September 14, 2007",9,Sep,200709,Sep-07,Q3,2007,in range
"Saturday, September 15, 2007",9,Sep,200709,Sep-07,Q3,2007,in range
"Sunday, September 16, 2007",9,Sep,200709,Sep-07,Q3,2007,in range
"Monday, September 17, 2007",9,Sep,200709,Sep-07,Q3,2007,in range
"Tuesday, September 18, 2007",9,Sep,200709,Sep-07,Q3,2007,in range
"Wednesday, September 19, 2007",9,Sep,200709,Sep-07,Q3,2007,in range
"Thursday, September 20, 2007",9,Sep,200709,Sep-07,Q3,2007,in range
"Friday, September 21, 2007",9,Sep,200709,Sep-07,Q3,2007,in range
"Saturday, September 22, 2007",9,Sep,200709,Sep-07,Q3,2007,in range
"Sunday, September 23, 2007",9,Sep,200709,Sep-07,Q3,2007,in range
"Monday, September 24, 2007",9,Sep,200709,Sep-07,Q3,2007,in range
"Tuesday, September 25, 2007",9,Sep,200709,Sep-07,Q3,2007,in range
"Wednesday, September 26, 2007",9,Sep,200709,Sep-07,Q3,2007,in range
"Thursday, September 27, 2007",9,Sep,200709,Sep-07,Q3,2007,in range
"Friday, September 28, 2007",9,Sep,200709,Sep-07,Q3,2007,in range
"Saturday, September 29, 2007",9,Sep,200709,Sep-07,Q3,2007,in range
"Sunday, September 30, 2007",9,Sep,200709,Sep-07,Q3,2007,in range
"Monday, October 1, 2007",10,Oct,200710,Oct-07,Q4,2007,in range
"Tuesday, October 2, 2007",10,Oct,200710,Oct-07,Q4,2007,in range
"Wednesday, October 3, 2007",10,Oct,200710,Oct-07,Q4,2007,in range
"Thursday, October 4, 2007",10,Oct,200710,Oct-07,Q4,2007,in range
"Friday, October 5, 2007",10,Oct,200710,Oct-07,Q4,2007,in range
"Saturday, October 6, 2007",10,Oct,200710,Oct-07,Q4,2007,in range
"Sunday, October 7, 2007",10,Oct,200710,Oct-07,Q4,2007,in range
"Monday, October 8, 2007",10,Oct,200710,Oct-07,Q4,2007,in range
"Tuesday, October 9, 2007",10,Oct,200710,Oct-07,Q4,2007,in range
"Wednesday, October 10, 2007",10,Oct,200710,Oct-07,Q4,2007,in range
"Thursday, October 11, 2007",10,Oct,200710,Oct-07,Q4,2007,in range
"Friday, October 12, 2007",10,Oct,200710,Oct-07,Q4,2007,in range
"Saturday, October 13, 2007",10,Oct,200710,Oct-07,Q4,2007,in range
"Sunday, October 14, 2007",10,Oct,200710,Oct-07,Q4,2007,in range
"Monday, October 15, 2007",10,Oct,200710,Oct-07,Q4,2007,in range
"Tuesday, October 16, 2007",10,Oct,200710,Oct-07,Q4,2007,in range
"Wednesday, October 17, 2007",10,Oct,200710,Oct-07,Q4,2007,in range
"Thursday, October 18, 2007",10,Oct,200710,Oct-07,Q4,2007,in range
"Friday, October 19, 2007",10,Oct,200710,Oct-07,Q4,2007,in range
"Saturday, October 20, 2007",10,Oct,200710,Oct-07,Q4,2007,in range
"Sunday, October 21, 2007",10,Oct,200710,Oct-07,Q4,2007,in range
"Monday, October 22, 2007",10,Oct,200710,Oct-07,Q4,2007,in range
"Tuesday, October 23, 2007",10,Oct,200710,Oct-07,Q4,2007,in range
"Wednesday, October 24, 2007",10,Oct,200710,Oct-07,Q4,2007,in range
"Thursday, October 25, 2007",10,Oct,200710,Oct-07,Q4,2007,in range
"Friday, October 26, 2007",10,Oct,200710,Oct-07,Q4,2007,in range
"Saturday, October 27, 2007",10,Oct,200710,Oct-07,Q4,2007,in range
"Sunday, October 28, 2007",10,Oct,200710,Oct-07,Q4,2007,in range
"Monday, October 29, 2007",10,Oct,200710,Oct-07,Q4,2007,in range
"Tuesday, October 30, 2007",10,Oct,200710,Oct-07,Q4,2007,in range
"Wednesday, October 31, 2007",10,Oct,200710,Oct-07,Q4,2007,in range
"Thursday, November 1, 2007",11,Nov,200711,Nov-07,Q4,2007,in range
"Friday, November 2, 2007",11,Nov,200711,Nov-07,Q4,2007,in range
"Saturday, November 3, 2007",11,Nov,200711,Nov-07,Q4,2007,in range
"Sunday, November 4, 2007",11,Nov,200711,Nov-07,Q4,2007,in range
"Monday, November 5, 2007",11,Nov,200711,Nov-07,Q4,2007,in range
"Tuesday, November 6, 2007",11,Nov,200711,Nov-07,Q4,2007,in range
"Wednesday, November 7, 2007",11,Nov,200711,Nov-07,Q4,2007,in range
"Thursday, November 8, 2007",11,Nov,200711,Nov-07,Q4,2007,in range
"Friday, November 9, 2007",11,Nov,200711,Nov-07,Q4,2007,in range
"Saturday, November 10, 2007",11,Nov,200711,Nov-07,Q4,2007,in range
"Sunday, November 11, 2007",11,Nov,200711,Nov-07,Q4,2007,in range
"Monday, November 12, 2007",11,Nov,200711,Nov-07,Q4,2007,in range
"Tuesday, November 13, 2007",11,Nov,200711,Nov-07,Q4,2007,in range
"Wednesday, November 14, 2007",11,Nov,200711,Nov-07,Q4,2007,in range
"Thursday, November 15, 2007",11,Nov,200711,Nov-07,Q4,2007,in range
"Friday, November 16, 2007",11,Nov,200711,Nov-07,Q4,2007,in range
"Saturday, November 17, 2007",11,Nov,200711,Nov-07,Q4,2007,in range
"Sunday, November 18, 2007",11,Nov,200711,Nov-07,Q4,2007,in range
"Monday, November 19, 2007",11,Nov,200711,Nov-07,Q4,2007,in range
"Tuesday, November 20, 2007",11,Nov,200711,Nov-07,Q4,2007,in range
"Wednesday, November 21, 2007",11,Nov,200711,Nov-07,Q4,2007,in range
"Thursday, November 22, 2007",11,Nov,200711,Nov-07,Q4,2007,in range
"Friday, November 23, 2007",11,Nov,200711,Nov-07,Q4,2007,in range
"Saturday, November 24, 2007",11,Nov,200711,Nov-07,Q4,2007,in range
"Sunday, November 25, 2007",11,Nov,200711,Nov-07,Q4,2007,in range
"Monday, November 26, 2007",11,Nov,200711,Nov-07,Q4,2007,in range
"Tuesday, November 27, 2007",11,Nov,200711,Nov-07,Q4,2007,in range
"Wednesday, November 28, 2007",11,Nov,200711,Nov-07,Q4,2007,in range
"Thursday, November 29, 2007",11,Nov,200711,Nov-07,Q4,2007,in range
"Friday, November 30, 2007",11,Nov,200711,Nov-07,Q4,2007,in range
"Saturday, December 1, 2007",12,Dec,200712,Dec-07,Q4,2007,in range
"Sunday, December 2, 2007",12,Dec,200712,Dec-07,Q4,2007,in range
"Monday, December 3, 2007",12,Dec,200712,Dec-07,Q4,2007,in range
"Tuesday, December 4, 2007",12,Dec,200712,Dec-07,Q4,2007,in range
"Wednesday, December 5, 2007",12,Dec,200712,Dec-07,Q4,2007,in range
"Thursday, December 6, 2007",12,Dec,200712,Dec-07,Q4,2007,in range
"Friday, December 7, 2007",12,Dec,200712,Dec-07,Q4,2007,in range
"Saturday, December 8, 2007",12,Dec,200712,Dec-07,Q4,2007,in range
"Sunday, December 9, 2007",12,Dec,200712,Dec-07,Q4,2007,in range
"Monday, December 10, 2007",12,Dec,200712,Dec-07,Q4,2007,in range
"Tuesday, December 11, 2007",12,Dec,200712,Dec-07,Q4,2007,in range
"Wednesday, December 12, 2007",12,Dec,200712,Dec-07,Q4,2007,in range
"Thursday, December 13, 2007",12,Dec,200712,Dec-07,Q4,2007,in range
"Friday, December 14, 2007",12,Dec,200712,Dec-07,Q4,2007,in range
"Saturday, December 15, 2007",12,Dec,200712,Dec-07,Q4,2007,in range
"Sunday, December 16, 2007",12,Dec,200712,Dec-07,Q4,2007,in range
"Monday, December 17, 2007",12,Dec,200712,Dec-07,Q4,2007,in range
"Tuesday, December 18, 2007",12,Dec,200712,Dec-07,Q4,2007,in range
"Wednesday, December 19, 2007",12,Dec,200712,Dec-07,Q4,2007,in range
"Thursday, December 20, 2007",12,Dec,200712,Dec-07,Q4,2007,in range
"Friday, December 21, 2007",12,Dec,200712,Dec-07,Q4,2007,in range
"Saturday, December 22, 2007",12,Dec,200712,Dec-07,Q4,2007,in range
"Sunday, December 23, 2007",12,Dec,200712,Dec-07,Q4,2007,in range
"Monday, December 24, 2007",12,Dec,200712,Dec-07,Q4,2007,in range
"Tuesday, December 25, 2007",12,Dec,200712,Dec-07,Q4,2007,in range
"Wednesday, December 26, 2007",12,Dec,200712,Dec-07,Q4,2007,in range
"Thursday, December 27, 2007",12,Dec,200712,Dec-07,Q4,2007,in range
"Friday, December 28, 2007",12,Dec,200712,Dec-07,Q4,2007,in range
"Saturday, December 29, 2007",12,Dec,200712,Dec-07,Q4,2007,in range
"Sunday, December 30, 2007",12,Dec,200712,Dec-07,Q4,2007,in range
"Monday, December 31, 2007",12,Dec,200712,Dec-07,Q4,2007,in range
"Tuesday, January 1, 2008",1,Jan,200801,Jan-08,Q1,2008,in range
"Wednesday, January 2, 2008",1,Jan,200801,Jan-08,Q1,2008,in range
"Thursday, January 3, 2008",1,Jan,200801,Jan-08,Q1,2008,in range
"Friday, January 4, 2008",1,Jan,200801,Jan-08,Q1,2008,in range
"Saturday, January 5, 2008",1,Jan,200801,Jan-08,Q1,2008,in range
"Sunday, January 6, 2008",1,Jan,200801,Jan-08,Q1,2008,in range
"Monday, January 7, 2008",1,Jan,200801,Jan-08,Q1,2008,in range
"Tuesday, January 8, 2008",1,Jan,200801,Jan-08,Q1,2008,in range
"Wednesday, January 9, 2008",1,Jan,200801,Jan-08,Q1,2008,in range
"Thursday, January 10, 2008",1,Jan,200801,Jan-08,Q1,2008,in range
"Friday, January 11, 2008",1,Jan,200801,Jan-08,Q1,2008,in range
"Saturday, January 12, 2008",1,Jan,200801,Jan-08,Q1,2008,in range
"Sunday, January 13, 2008",1,Jan,200801,Jan-08,Q1,2008,in range
"Monday, January 14, 2008",1,Jan,200801,Jan-08,Q1,2008,in range
"Tuesday, January 15, 2008",1,Jan,200801,Jan-08,Q1,2008,in range
"Wednesday, January 16, 2008",1,Jan,200801,Jan-08,Q1,2008,in range
"Thursday, January 17, 2008",1,Jan,200801,Jan-08,Q1,2008,in range
"Friday, January 18, 2008",1,Jan,200801,Jan-08,Q1,2008,in range
"Saturday, January 19, 2008",1,Jan,200801,Jan-08,Q1,2008,in range
"Sunday, January 20, 2008",1,Jan,200801,Jan-08,Q1,2008,in range
"Monday, January 21, 2008",1,Jan,200801,Jan-08,Q1,2008,in range
"Tuesday, January 22, 2008",1,Jan,200801,Jan-08,Q1,2008,in range
"Wednesday, January 23, 2008",1,Jan,200801,Jan-08,Q1,2008,in range
"Thursday, January 24, 2008",1,Jan,200801,Jan-08,Q1,2008,in range
"Friday, January 25, 2008",1,Jan,200801,Jan-08,Q1,2008,in range
"Saturday, January 26, 2008",1,Jan,200801,Jan-08,Q1,2008,in range
"Sunday, January 27, 2008",1,Jan,200801,Jan-08,Q1,2008,in range
"Monday, January 28, 2008",1,Jan,200801,Jan-08,Q1,2008,in range
"Tuesday, January 29, 2008",1,Jan,200801,Jan-08,Q1,2008,in range
"Wednesday, January 30, 2008",1,Jan,200801,Jan-08,Q1,2008,in range
"Thursday, January 31, 2008",1,Jan,200801,Jan-08,Q1,2008,in range
"Friday, February 1, 2008",2,Feb,200802,Feb-08,Q1,2008,in range
"Saturday, February 2, 2008",2,Feb,200802,Feb-08,Q1,2008,in range
"Sunday, February 3, 2008",2,Feb,200802,Feb-08,Q1,2008,in range
"Monday, February 4, 2008",2,Feb,200802,Feb-08,Q1,2008,in range
"Tuesday, February 5, 2008",2,Feb,200802,Feb-08,Q1,2008,in range
"Wednesday, February 6, 2008",2,Feb,200802,Feb-08,Q1,2008,in range
"Thursday, February 7, 2008",2,Feb,200802,Feb-08,Q1,2008,in range
"Friday, February 8, 2008",2,Feb,200802,Feb-08,Q1,2008,in range
"Saturday, February 9, 2008",2,Feb,200802,Feb-08,Q1,2008,in range
"Sunday, February 10, 2008",2,Feb,200802,Feb-08,Q1,2008,in range
"Monday, February 11, 2008",2,Feb,200802,Feb-08,Q1,2008,in range
"Tuesday, February 12, 2008",2,Feb,200802,Feb-08,Q1,2008,in range
"Wednesday, February 13, 2008",2,Feb,200802,Feb-08,Q1,2008,in range
"Thursday, February 14, 2008",2,Feb,200802,Feb-08,Q1,2008,in range
"Friday, February 15, 2008",2,Feb,200802,Feb-08,Q1,2008,in range
"Saturday, February 16, 2008",2,Feb,200802,Feb-08,Q1,2008,in range
"Sunday, February 17, 2008",2,Feb,200802,Feb-08,Q1,2008,in range
"Monday, February 18, 2008",2,Feb,200802,Feb-08,Q1,2008,in range
"Tuesday, February 19, 2008",2,Feb,200802,Feb-08,Q1,2008,in range
"Wednesday, February 20, 2008",2,Feb,200802,Feb-08,Q1,2008,in range
"Thursday, February 21, 2008",2,Feb,200802,Feb-08,Q1,2008,in range
"Friday, February 22, 2008",2,Feb,200802,Feb-08,Q1,2008,in range
"Saturday, February 23, 2008",2,Feb,200802,Feb-08,Q1,2008,in range
"Sunday, February 24, 2008",2,Feb,200802,Feb-08,Q1,2008,in range
"Monday, February 25, 2008",2,Feb,200802,Feb-08,Q1,2008,in range
"Tuesday, February 26, 2008",2,Feb,200802,Feb-08,Q1,2008,in range
"Wednesday, February 27, 2008",2,Feb,200802,Feb-08,Q1,2008,in range
"Thursday, February 28, 2008",2,Feb,200802,Feb-08,Q1,2008,in range
"Friday, February 29, 2008",2,Feb,200802,Feb-08,Q1,2008,in range
"Saturday, March 1, 2008",3,Mar,200803,Mar-08,Q1,2008,in range
"Sunday, March 2, 2008",3,Mar,200803,Mar-08,Q1,2008,in range
"Monday, March 3, 2008",3,Mar,200803,Mar-08,Q1,2008,in range
"Tuesday, March 4, 2008",3,Mar,200803,Mar-08,Q1,2008,in range
"Wednesday, March 5, 2008",3,Mar,200803,Mar-08,Q1,2008,in range
"Thursday, March 6, 2008",3,Mar,200803,Mar-08,Q1,2008,in range
"Friday, March 7, 2008",3,Mar,200803,Mar-08,Q1,2008,in range
"Saturday, March 8, 2008",3,Mar,200803,Mar-08,Q1,2008,in range
